index	name	myelin
64	7Networks_LH_SomMot_17	1.50613
65	7Networks_LH_SomMot_18	1.38216
66	7Networks_LH_SomMot_19	1.60912
67	7Networks_LH_SomMot_20	1.55872
68	7Networks_LH_SomMot_21	1.42578
69	7Networks_LH_SomMot_22	1.57231
70	7Networks_LH_SomMot_23	1.39263
71	7Networks_LH_SomMot_24	1.53223
72	7Networks_LH_SomMot_25	1.35889
73	7Networks_LH_SomMot_26	1.62593
74	7Networks_LH_SomMot_27	1.34803
75	7Networks_LH_SomMot_28	1.57211
76	7Networks_LH_SomMot_29	1.43406
77	7Networks_LH_SomMot_30	1.35314
78	7Networks_LH_SomMot_31	1.63696
79	7Networks_LH_SomMot_32	1.38884
80	7Networks_LH_SomMot_33	1.53869
81	7Networks_LH_SomMot_34	1.35931
82	7Networks_LH_SomMot_35	1.5539
83	7Networks_LH_SomMot_36	1.39192
84	7Networks_LH_SomMot_37	1.63595
85	7Networks_LH_DorsAttn_Post_1	1.24875
86	7Networks_LH_DorsAttn_Post_2	1.27068
87	7Networks_LH_DorsAttn_Post_3	1.25808
88	7Networks_LH_DorsAttn_Post_4	1.38565
89	7Networks_LH_DorsAttn_Post_5	1.37479
90	7Networks_LH_DorsAttn_Post_6	1.26988
91	7Networks_LH_DorsAttn_Post_7	1.36297
92	7Networks_LH_DorsAttn_Post_8	1.3303
93	7Networks_LH_DorsAttn_Post_9	1.36772
94	7Networks_LH_DorsAttn_Post_10	1.40991
95	7Networks_LH_DorsAttn_Post_11	1.34873
96	7Networks_LH_DorsAttn_Post_12	1.36996
97	7Networks_LH_DorsAttn_Post_13	1.30725
98	7Networks_LH_DorsAttn_Post_14	1.37985
99	7Networks_LH_DorsAttn_Post_15	1.23308
100	7Networks_LH_DorsAttn_Post_16	1.27485
101	7Networks_LH_DorsAttn_Post_17	1.25603
102	7Networks_LH_DorsAttn_FEF_1	1.371
103	7Networks_LH_DorsAttn_FEF_2	1.30717
104	7Networks_LH_DorsAttn_FEF_3	1.36867
105	7Networks_LH_DorsAttn_FEF_4	1.2536
106	7Networks_LH_DorsAttn_PrCv_1	1.29583
107	7Networks_LH_DorsAttn_PrCv_2	1.33341
108	7Networks_LH_SalVentAttn_ParOper_1	1.31613
109	7Networks_LH_SalVentAttn_ParOper_2	1.23751
110	7Networks_LH_SalVentAttn_ParOper_3	1.25468
111	7Networks_LH_SalVentAttn_ParOper_4	1.22477
112	7Networks_LH_SalVentAttn_TempOcc_1	1.31756
113	7Networks_LH_SalVentAttn_FrOperIns_1	1.14316
114	7Networks_LH_SalVentAttn_FrOperIns_2	1.16783
115	7Networks_LH_SalVentAttn_FrOperIns_3	1.24229
116	7Networks_LH_SalVentAttn_FrOperIns_4	1.21046
117	7Networks_LH_SalVentAttn_FrOperIns_5	1.22709
118	7Networks_LH_SalVentAttn_FrOperIns_6	1.17367
119	7Networks_LH_SalVentAttn_FrOperIns_7	1.21459
120	7Networks_LH_SalVentAttn_FrOperIns_8	1.2618
121	7Networks_LH_SalVentAttn_FrOperIns_9	1.2517
122	7Networks_LH_SalVentAttn_PFCl_1	1.2129
123	7Networks_LH_SalVentAttn_Med_1	1.17399
124	7Networks_LH_SalVentAttn_Med_2	1.21686
125	7Networks_LH_SalVentAttn_Med_3	1.25267
126	7Networks_LH_SalVentAttn_Med_4	1.27631
127	7Networks_LH_SalVentAttn_Med_5	1.26586
128	7Networks_LH_SalVentAttn_Med_6	1.25529
129	7Networks_LH_SalVentAttn_Med_7	1.26135
130	7Networks_LH_Limbic_OFC_1	1.21982
131	7Networks_LH_Limbic_OFC_2	1.27093
132	7Networks_LH_Limbic_OFC_3	1.16752
133	7Networks_LH_Limbic_OFC_4	1.27731
134	7Networks_LH_Limbic_OFC_5	1.19343
135	7Networks_LH_Limbic_TempPole_1	1.14217
136	7Networks_LH_Limbic_TempPole_2	1.06571
137	7Networks_LH_Limbic_TempPole_3	1.19457
138	7Networks_LH_Limbic_TempPole_4	1.20346
139	7Networks_LH_Limbic_TempPole_5	1.20574
140	7Networks_LH_Limbic_TempPole_6	1.08997
141	7Networks_LH_Limbic_TempPole_7	1.11194
142	7Networks_LH_Limbic_TempPole_8	1.40513
143	7Networks_LH_Cont_Par_1	1.32449
144	7Networks_LH_Cont_Par_2	1.22074
145	7Networks_LH_Cont_Par_3	1.23422
146	7Networks_LH_Cont_Par_4	1.35876
147	7Networks_LH_Cont_Par_5	1.31909
148	7Networks_LH_Cont_Par_6	1.28732
149	7Networks_LH_Cont_Temp_1	1.21614
150	7Networks_LH_Cont_OFC_1	1.1794
151	7Networks_LH_Cont_PFCl_1	1.21278
152	7Networks_LH_Cont_PFCl_2	1.27701
153	7Networks_LH_Cont_PFCl_3	1.23955
154	7Networks_LH_Cont_PFCl_4	1.23512
155	7Networks_LH_Cont_PFCl_5	1.23043
156	7Networks_LH_Cont_PFCl_6	1.32837
157	7Networks_LH_Cont_PFCl_7	1.33295
158	7Networks_LH_Cont_PFCl_8	1.21734
159	7Networks_LH_Cont_PFCv_1	1.12811
160	7Networks_LH_Cont_pCun_1	1.35173
161	7Networks_LH_Cont_pCun_2	1.26669
162	7Networks_LH_Cont_Cing_1	1.23793
163	7Networks_LH_Cont_Cing_2	1.69245
164	7Networks_LH_Cont_PFCmp_1	1.22718
165	7Networks_LH_Default_Temp_1	1.16613
166	7Networks_LH_Default_Temp_2	1.23718
167	7Networks_LH_Default_Temp_3	1.21739
168	7Networks_LH_Default_Temp_4	1.22271
169	7Networks_LH_Default_Temp_5	1.20989
170	7Networks_LH_Default_Temp_6	1.2667
171	7Networks_LH_Default_Temp_7	1.29742
172	7Networks_LH_Default_Temp_8	1.3196
173	7Networks_LH_Default_Temp_9	1.34887
174	7Networks_LH_Default_Temp_10	1.33847
175	7Networks_LH_Default_Par_1	1.30938
176	7Networks_LH_Default_Par_2	1.30712
177	7Networks_LH_Default_Par_3	1.25886
178	7Networks_LH_Default_Par_4	1.26995
179	7Networks_LH_Default_Par_5	1.23944
180	7Networks_LH_Default_Par_6	1.2644
181	7Networks_LH_Default_Par_7	1.25821
182	7Networks_LH_Default_PFC_1	1.22198
183	7Networks_LH_Default_PFC_2	1.30138
184	7Networks_LH_Default_PFC_3	1.19135
185	7Networks_LH_Default_PFC_4	1.16532
186	7Networks_LH_Default_PFC_5	1.23274
187	7Networks_LH_Default_PFC_6	1.236
188	7Networks_LH_Default_PFC_7	1.30409
189	7Networks_LH_Default_PFC_8	1.16531
190	7Networks_LH_Default_PFC_9	1.15512
191	7Networks_LH_Default_PFC_10	1.28522
192	7Networks_LH_Default_PFC_11	1.22054
193	7Networks_LH_Default_PFC_12	1.1563
194	7Networks_LH_Default_PFC_13	1.17196
195	7Networks_LH_Default_PFC_14	1.17934
196	7Networks_LH_Default_PFC_15	1.1998
197	7Networks_LH_Default_PFC_16	1.21809
198	7Networks_LH_Default_PFC_17	1.2598
199	7Networks_LH_Default_PFC_18	1.18312
200	7Networks_LH_Default_PFC_19	1.2161
201	7Networks_LH_Default_PFC_20	1.30949
202	7Networks_LH_Default_PFC_21	1.27007
203	7Networks_LH_Default_PFC_22	1.2563
204	7Networks_LH_Default_PFC_23	1.19384
205	7Networks_LH_Default_PFC_24	1.22692
206	7Networks_LH_Default_pCunPCC_1	1.53426
207	7Networks_LH_Default_pCunPCC_2	1.374
208	7Networks_LH_Default_pCunPCC_3	1.42709
209	7Networks_LH_Default_pCunPCC_4	1.77206
210	7Networks_LH_Default_pCunPCC_5	1.41394
211	7Networks_LH_Default_pCunPCC_6	1.35303
212	7Networks_LH_Default_pCunPCC_7	1.33534
213	7Networks_LH_Default_pCunPCC_8	1.31994
214	7Networks_LH_Default_pCunPCC_9	1.26436
215	7Networks_LH_Default_pCunPCC_10	1.32203
216	7Networks_LH_Default_pCunPCC_11	1.29989
217	7Networks_RH_Vis_1	1.34307
218	7Networks_RH_Vis_2	1.22344
219	7Networks_RH_Vis_3	1.42298
220	7Networks_RH_Vis_4	1.43457
221	7Networks_RH_Vis_5	1.39735
222	7Networks_RH_Vis_6	1.47508
223	7Networks_RH_Vis_7	1.53607
224	7Networks_RH_Vis_8	1.47328
225	7Networks_RH_Vis_9	1.34871
226	7Networks_RH_Vis_10	1.40125
227	7Networks_RH_Vis_11	1.50886
228	7Networks_RH_Vis_12	1.56205
229	7Networks_RH_Vis_13	1.49359
230	7Networks_RH_Vis_14	1.48999
231	7Networks_RH_Vis_15	1.50596
232	7Networks_RH_Vis_16	1.4693
233	7Networks_RH_Vis_17	1.50729
234	7Networks_RH_Vis_18	1.46425
235	7Networks_RH_Vis_19	1.58787
236	7Networks_RH_Vis_20	1.5186
237	7Networks_RH_Vis_21	1.50779
238	7Networks_RH_Vis_22	1.3544
239	7Networks_RH_Vis_23	1.46949
240	7Networks_RH_Vis_24	1.51975
241	7Networks_RH_Vis_25	1.47924
242	7Networks_RH_Vis_26	1.50028
243	7Networks_RH_Vis_27	1.38292
244	7Networks_RH_Vis_28	1.47303
245	7Networks_RH_Vis_29	1.4523
246	7Networks_RH_Vis_30	1.40859
247	7Networks_RH_SomMot_1	1.25726
248	7Networks_RH_SomMot_2	1.35111
249	7Networks_RH_SomMot_3	1.58415
250	7Networks_RH_SomMot_4	1.38556
251	7Networks_RH_SomMot_5	1.28564
252	7Networks_RH_SomMot_6	1.45507
253	7Networks_RH_SomMot_7	1.43066
254	7Networks_RH_SomMot_8	1.356
255	7Networks_RH_SomMot_9	1.38121
256	7Networks_RH_SomMot_10	1.53451
257	7Networks_RH_SomMot_11	1.31801
258	7Networks_RH_SomMot_12	1.28197
259	7Networks_RH_SomMot_13	1.38485
260	7Networks_RH_SomMot_14	1.25942
261	7Networks_RH_SomMot_15	1.28327
262	7Networks_RH_SomMot_16	1.45431
263	7Networks_RH_SomMot_17	1.25021
264	7Networks_RH_SomMot_18	1.55108
265	7Networks_RH_SomMot_19	1.32688
266	7Networks_RH_SomMot_20	1.28151
267	7Networks_RH_SomMot_21	1.50285
268	7Networks_RH_SomMot_22	1.55525
269	7Networks_RH_SomMot_23	1.41406
270	7Networks_RH_SomMot_24	1.37989
271	7Networks_RH_SomMot_25	1.5736
272	7Networks_RH_SomMot_26	1.63012
273	7Networks_RH_SomMot_27	1.45609
274	7Networks_RH_SomMot_28	1.35805
275	7Networks_RH_SomMot_29	1.58143
276	7Networks_RH_SomMot_30	1.53885
277	7Networks_RH_SomMot_31	1.35934
278	7Networks_RH_SomMot_32	1.38374
279	7Networks_RH_SomMot_33	1.65975
280	7Networks_RH_SomMot_34	1.57693
281	7Networks_RH_SomMot_35	1.40026
282	7Networks_RH_SomMot_36	1.3211
283	7Networks_RH_SomMot_37	1.26028
284	7Networks_RH_SomMot_38	1.54425
285	7Networks_RH_SomMot_39	1.56181
286	7Networks_RH_SomMot_40	1.49495
287	7Networks_RH_DorsAttn_Post_1	1.31391
288	7Networks_RH_DorsAttn_Post_2	1.28564
289	7Networks_RH_DorsAttn_Post_3	1.36747
290	7Networks_RH_DorsAttn_Post_4	1.26666
291	7Networks_RH_DorsAttn_Post_5	1.38054
292	7Networks_RH_DorsAttn_Post_6	1.25351
293	7Networks_RH_DorsAttn_Post_7	1.35679
294	7Networks_RH_DorsAttn_Post_8	1.3391
295	7Networks_RH_DorsAttn_Post_9	1.31985
296	7Networks_RH_DorsAttn_Post_10	1.37334
297	7Networks_RH_DorsAttn_Post_11	1.35999
298	7Networks_RH_DorsAttn_Post_12	1.3375
299	7Networks_RH_DorsAttn_Post_13	1.35559
300	7Networks_RH_DorsAttn_Post_14	1.3772
301	7Networks_RH_DorsAttn_Post_15	1.27326
302	7Networks_RH_DorsAttn_Post_16	1.38336
303	7Networks_RH_DorsAttn_Post_17	1.24462
304	7Networks_RH_DorsAttn_Post_18	1.26391
305	7Networks_RH_DorsAttn_Post_19	1.28573
306	7Networks_RH_DorsAttn_FEF_1	1.36181
307	7Networks_RH_DorsAttn_FEF_2	1.32609
308	7Networks_RH_DorsAttn_FEF_3	1.28487
309	7Networks_RH_DorsAttn_PrCv_1	1.28343
310	7Networks_RH_SalVentAttn_TempOccPar_1	1.33185
311	7Networks_RH_SalVentAttn_TempOccPar_2	1.40305
312	7Networks_RH_SalVentAttn_TempOccPar_3	1.28136
313	7Networks_RH_SalVentAttn_TempOccPar_4	1.31391
314	7Networks_RH_SalVentAttn_TempOccPar_5	1.28009
315	7Networks_RH_SalVentAttn_TempOccPar_6	1.22341
316	7Networks_RH_SalVentAttn_TempOccPar_7	1.24173
317	7Networks_RH_SalVentAttn_PrC_1	1.30312
318	7Networks_RH_SalVentAttn_FrOperIns_1	1.14424
319	7Networks_RH_SalVentAttn_FrOperIns_2	1.10479
320	7Networks_RH_SalVentAttn_FrOperIns_3	1.24076
321	7Networks_RH_SalVentAttn_FrOperIns_4	1.15976
322	7Networks_RH_SalVentAttn_FrOperIns_5	1.25078
323	7Networks_RH_SalVentAttn_FrOperIns_6	1.19946
324	7Networks_RH_SalVentAttn_FrOperIns_7	1.21505
325	7Networks_RH_SalVentAttn_FrOperIns_8	1.22834
326	7Networks_RH_SalVentAttn_PFCl_1	1.21007
327	7Networks_RH_SalVentAttn_Med_1	1.18747
328	7Networks_RH_SalVentAttn_Med_2	1.20905
329	7Networks_RH_SalVentAttn_Med_3	1.24849
330	7Networks_RH_SalVentAttn_Med_4	1.25887
331	7Networks_RH_SalVentAttn_Med_5	1.30287
332	7Networks_RH_SalVentAttn_Med_6	1.35149
333	7Networks_RH_SalVentAttn_Med_7	1.30155
334	7Networks_RH_SalVentAttn_Med_8	1.21546
335	7Networks_RH_Limbic_OFC_1	1.21689
336	7Networks_RH_Limbic_OFC_2	1.28204
337	7Networks_RH_Limbic_OFC_3	1.16865
338	7Networks_RH_Limbic_OFC_4	1.19252
339	7Networks_RH_Limbic_OFC_5	1.33251
340	7Networks_RH_Limbic_OFC_6	1.1929
341	7Networks_RH_Limbic_TempPole_1	1.12173
342	7Networks_RH_Limbic_TempPole_2	1.13436
343	7Networks_RH_Limbic_TempPole_3	1.08898
344	7Networks_RH_Limbic_TempPole_4	1.1793
345	7Networks_RH_Limbic_TempPole_5	1.16369
346	7Networks_RH_Limbic_TempPole_6	1.25329
347	7Networks_RH_Limbic_TempPole_7	1.30308
348	7Networks_RH_Cont_Par_1	1.26647
349	7Networks_RH_Cont_Par_2	1.26912
350	7Networks_RH_Cont_Par_3	1.35682
351	7Networks_RH_Cont_Par_4	1.27237
352	7Networks_RH_Cont_Par_5	1.33363
353	7Networks_RH_Cont_Par_6	1.34858
354	7Networks_RH_Cont_Temp_1	1.21696
355	7Networks_RH_Cont_Temp_2	1.23817
356	7Networks_RH_Cont_PFCv_1	1.21463
357	7Networks_RH_Cont_PFCl_1	1.17616
358	7Networks_RH_Cont_PFCl_2	1.19123
359	7Networks_RH_Cont_PFCl_3	1.22772
360	7Networks_RH_Cont_PFCl_4	1.24666
361	7Networks_RH_Cont_PFCl_5	1.22284
362	7Networks_RH_Cont_PFCl_6	1.31513
363	7Networks_RH_Cont_PFCl_7	1.34344
364	7Networks_RH_Cont_PFCl_8	1.1945
365	7Networks_RH_Cont_PFCl_9	1.28983
366	7Networks_RH_Cont_PFCl_10	1.34002
367	7Networks_RH_Cont_PFCl_11	1.21334
368	7Networks_RH_Cont_PFCl_12	1.26629
369	7Networks_RH_Cont_PFCl_13	1.30298
370	7Networks_RH_Cont_PFCl_14	1.26546
371	7Networks_RH_Cont_PFCl_15	1.25267
372	7Networks_RH_Cont_pCun_1	1.40478
373	7Networks_RH_Cont_pCun_2	1.29379
374	7Networks_RH_Cont_Cing_1	1.78313
375	7Networks_RH_Cont_Cing_2	1.29462
376	7Networks_RH_Cont_PFCmp_1	1.16311
377	7Networks_RH_Cont_PFCmp_2	1.21946
378	7Networks_RH_Default_Par_1	1.3324
379	7Networks_RH_Default_Par_2	1.29242
380	7Networks_RH_Default_Par_3	1.28415
381	7Networks_RH_Default_Par_4	1.27355
382	7Networks_RH_Default_Par_5	1.2842
383	7Networks_RH_Default_Temp_1	1.12966
384	7Networks_RH_Default_Temp_2	1.16357
385	7Networks_RH_Default_Temp_3	1.10647
386	7Networks_RH_Default_Temp_4	1.21258
387	7Networks_RH_Default_Temp_5	1.24423
388	7Networks_RH_Default_Temp_6	1.32085
389	7Networks_RH_Default_Temp_7	1.25186
390	7Networks_RH_Default_Temp_8	1.37718
391	7Networks_RH_Default_PFCv_1	1.26889
392	7Networks_RH_Default_PFCv_2	1.29722
393	7Networks_RH_Default_PFCv_3	1.24287
394	7Networks_RH_Default_PFCv_4	1.26651
395	7Networks_RH_Default_PFCdPFCm_1	1.18118
396	7Networks_RH_Default_PFCdPFCm_2	1.20484
397	7Networks_RH_Default_PFCdPFCm_3	1.14366
398	7Networks_RH_Default_PFCdPFCm_4	1.16421
399	7Networks_RH_Default_PFCdPFCm_5	1.1844
400	7Networks_RH_Default_PFCdPFCm_6	1.14493
401	7Networks_RH_Default_PFCdPFCm_7	1.16103
402	7Networks_RH_Default_PFCdPFCm_8	1.17571
403	7Networks_RH_Default_PFCdPFCm_9	1.19375
404	7Networks_RH_Default_PFCdPFCm_10	1.21869
405	7Networks_RH_Default_PFCdPFCm_11	1.1906
406	7Networks_RH_Default_PFCdPFCm_12	1.24798
407	7Networks_RH_Default_PFCdPFCm_13	1.19846
408	7Networks_RH_Default_pCunPCC_1	1.44708
409	7Networks_RH_Default_pCunPCC_2	1.79372
410	7Networks_RH_Default_pCunPCC_3	1.42077
411	7Networks_RH_Default_pCunPCC_4	1.39621
412	7Networks_RH_Default_pCunPCC_5	1.34467
413	7Networks_RH_Default_pCunPCC_6	1.33955
414	7Networks_RH_Default_pCunPCC_7	1.30796
415	7Networks_RH_Default_pCunPCC_8	1.32838
416	7Networks_RH_Default_pCunPCC_9	1.29699
